r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)  drho/dr (kg/m^4)   dn_e/dr (fm^{-3}/m)
12.04135   2.06595594e+30   1.39992398   1.82548457e+12   -0.664056578   1.52289152   0.001089689   344.466208   141.401949   40   39.9995054   0.000126536534   0.000642374625   940.891048   -3.33958633e+13   -9.33032276e-07
12.041975   2.04379244e+30   1.39992502   1.8046834e+12   -0.66406559   1.52285078   0.00107728978   342.120455   141.316372   40   39.9995092   0.000125954443   0.000632302616   940.878318   -3.31678767e+13   -9.29663882e-07
12.0426   2.0218849e+30   1.39992605   1.78402473e+12   -0.6640746   1.52281005   0.00106497532   339.774264   141.231434   40   39.9995131   0.000125374454   0.000622303448   940.865591   -3.29398321e+13   -9.26303738e-07
12.043225   2.00023151e+30   1.39992707   1.76350861e+12   -0.664083609   1.52276931   0.00105274565   337.42777   141.147134   40   39.9995169   0.000124796563   0.000612377214   940.852869   -3.27117234e+13   -9.22951524e-07
12.04385   1.97883047e+30   1.39992807   1.74313507e+12   -0.664092617   1.52272857   0.00104060079   335.08111   141.063468   40   39.9995207   0.000124220765   0.000602524009   940.840151   -3.24835451e+13   -9.1960692e-07
12.044475   1.95767997e+30   1.39992906   1.72290417e+12   -0.664101624   1.52268783   0.00102854078   332.734421   140.980431   40   39.9995246   0.000123647055   0.000592743932   940.827437   -3.22552817e+13   -9.16269319e-07
12.0451   1.93677821e+30   1.39993005   1.70281597e+12   -0.66411063   1.52264709   0.00101656564   330.387846   140.898019   40   39.9995284   0.000123075428   0.000583037088   940.814729   -3.20269193e+13   -9.1293813e-07
12.045725   1.91612337e+30   1.39993102   1.68287053e+12   -0.664119635   1.52260635   0.00100467542   328.04153   140.816228   40   39.9995323   0.000122505882   0.000573403585   940.802025   -3.17984634e+13   -9.09613311e-07
12.04635   1.89571365e+30   1.39993197   1.66306789e+12   -0.664128639   1.52256562   0.000992870159   325.695618   140.735052   40   39.9995361   0.000121938412   0.000563843529   940.789326   -3.15699206e+13   -9.0629483e-07
12.046975   1.87554725e+30   1.39993292   1.64340813e+12   -0.664137642   1.52252488   0.000981149884   323.350259   140.654484   40   39.9995399   0.000121373013   0.000554357023   940.776634   -3.13412893e+13   -9.02982424e-07
12.0476   1.85562235e+30   1.39993386   1.62389128e+12   -0.664146644   1.52248414   0.000969514632   321.005603   140.574518   40   39.9995438   0.000120809684   0.000544944177   940.763946   -3.11125694e+13   -8.9967585e-07
12.048225   1.83593716e+30   1.39993478   1.60451741e+12   -0.664155645   1.5224434   0.000957964438   318.6618   140.495147   40   39.9995476   0.000120248419   0.000535605096   940.751265   -3.0883762e+13   -8.96374887e-07
12.04885   1.81648985e+30   1.3999357   1.58528658e+12   -0.664164645   1.52240266   0.000946499336   316.319005   140.416362   40   39.9995515   0.000119689215   0.000526339889   940.73859   -3.06548693e+13   -8.93079337e-07
12.049475   1.79727863e+30   1.3999366   1.56619883e+12   -0.664173644   1.52236193   0.00093511936   313.977375   140.338155   40   39.9995553   0.000119132069   0.000517148664   940.725922   -3.04258865e+13   -8.89788786e-07
12.0501   1.77830169e+30   1.39993749   1.54725422e+12   -0.664182641   1.52232119   0.000923824547   311.637066   140.260516   40   39.9995591   0.000118576979   0.000508031532   940.71326   -3.01967959e+13   -8.86502417e-07
12.050725   1.75955723e+30   1.39993838   1.52845283e+12   -0.664191638   1.52228045   0.000912614944   309.298244   140.183436   40   39.999563   0.000118023941   0.000498988614   940.700606   -2.996761e+13   -8.83220288e-07
12.05135   1.74104343e+30   1.39993925   1.50979471e+12   -0.664200633   1.52223971   0.000901490579   306.961067   140.106903   40   39.9995668   0.000117472954   0.000490020015   940.687959   -2.97383593e+13   -8.79942974e-07
12.051975   1.72275849e+30   1.39994011   1.49127988e+12   -0.664209628   1.52219898   0.000890451477   304.625699   140.030905   40   39.9995706   0.000116924013   0.00048112584   940.675319   -2.95090555e+13   -8.76670494e-07
12.0526   1.7047006e+30   1.39994096   1.47290839e+12   -0.664218621   1.52215824   0.000879497656   302.292303   139.95543   40   39.9995745   0.000116377116   0.000472306187   940.662688   -2.92797113e+13   -8.7340289e-07
12.053225   1.68686796e+30   1.3999418   1.45468024e+12   -0.664227614   1.52211751   0.000868629131   299.961043   139.880464   40   39.9995783   0.000115832259   0.000463561155   940.650064   -2.90503381e+13   -8.70140152e-07
12.05385   1.66925876e+30   1.39994263   1.43659547e+12   -0.664236605   1.52207677   0.000857845914   297.632085   139.805994   40   39.9995822   0.00011528944   0.000454890838   940.637449   -2.88209217e+13   -8.66881499e-07
12.054475   1.65187119e+30   1.39994345   1.41865409e+12   -0.664245596   1.52203604   0.000847148029   295.305601   139.732004   40   39.999586   0.000114748657   0.000446295344   940.624843   -2.85914776e+13   -8.63627008e-07
12.0551   1.63470346e+30   1.39994426   1.40085612e+12   -0.664254585   1.5219953   0.000836535476   292.981756   139.658479   40   39.9995898   0.000114209907   0.000437774759   940.612245   -2.83620584e+13   -8.60377886e-07
12.055725   1.61775376e+30   1.39994506   1.38320152e+12   -0.664263573   1.52195457   0.00082600824   290.660719   139.5854   40   39.9995937   0.000113673185   0.000429329161   940.599657   -2.8132697e+13   -8.57134747e-07
12.05635   1.60102029e+30   1.39994585   1.36569025e+12   -0.66427256   1.52191384   0.000815566298   288.342654   139.51275   40   39.9995975   0.000113138488   0.000420958619   940.587078   -2.79034217e+13   -8.53898077e-07
12.056975   1.58450124e+30   1.39994662   1.34832224e+12   -0.664281547   1.52187311   0.000805209614   286.027727   139.440511   40   39.9996014   0.000112605812   0.000412663193   940.574509   -2.76742332e+13   -8.50667503e-07
12.0576   1.56819481e+30   1.39994739   1.33109746e+12   -0.664290532   1.52183237   0.000794938162   283.716109   139.368661   40   39.9996052   0.000112075154   0.000404442954   940.561949   -2.74451479e+13   -8.47443127e-07
12.058225   1.55209921e+30   1.39994815   1.31401581e+12   -0.664299516   1.52179164   0.000784751895   281.407964   139.29718   40   39.9996091   0.000111546508   0.000396297955   940.5494   -2.7216236e+13   -8.44226715e-07
12.05885   1.53621265e+30   1.3999489   1.29707716e+12   -0.664308499   1.52175092   0.000774650735   279.103455   139.226045   40   39.9996129   0.00011101987   0.000388228225   940.536861   -2.69875602e+13   -8.41019832e-07
12.059475   1.52053332e+30   1.39994964   1.28028136e+12   -0.664317481   1.52171019   0.000764634589   276.802741   139.155233   40   39.9996168   0.000110495234   0.000380233782   940.524332   -2.6759161e+13   -8.37823365e-07
12.0601   1.50505943e+30   1.39995037   1.26362821e+12   -0.664326462   1.52166946   0.000754703347   274.50598   139.084719   40   39.9996206   0.000109972591   0.000372314632   940.511814   -2.65310441e+13   -8.34637126e-07
12.060725   1.48978921e+30   1.39995109   1.24711755e+12   -0.664335442   1.52162873   0.000744856912   272.213332   139.014477   40   39.9996245   0.000109451937   0.000364470791   940.499306   -2.6303267e+13   -8.31462559e-07
12.06135   1.47472086e+30   1.39995181   1.23074913e+12   -0.66434442   1.52158801   0.000735095134   269.924948   138.94448   40   39.9996283   0.000108933263   0.000356702233   940.486809   -2.60759385e+13   -8.28302761e-07
12.061975   1.4598526e+30   1.39995251   1.21452263e+12   -0.664353398   1.52154729   0.000725417832   267.640973   138.874699   40   39.9996322   0.000108416559   0.00034900891   940.474323   -2.58491297e+13   -8.25159697e-07
12.0626   1.44518266e+30   1.3999532   1.19843771e+12   -0.664362375   1.52150656   0.000715824803   265.361547   138.805105   40   39.9996361   0.000107901813   0.000341390757   940.461848   -2.56228587e+13   -8.22033658e-07
12.063225   1.43070927e+30   1.39995389   1.18249405e+12   -0.664371351   1.52146584   0.000706315853   263.086813   138.735666   40   39.9996399   0.000107389017   0.000333847717   940.449383   -2.53971935e+13   -8.18926576e-07
12.06385   1.41643066e+30   1.39995456   1.16669122e+12   -0.664380325   1.52142512   0.000696890729   260.816901   138.66635   40   39.9996438   0.000106878155   0.000326379687   940.436929   -2.51722762e+13   -8.15842814e-07
12.064475   1.40234506e+30   1.39995523   1.15102871e+12   -0.664389299   1.5213844   0.000687549132   258.551929   138.597121   40   39.9996477   0.000106369213   0.000318986527   940.424485   -2.49482005e+13   -8.1278527e-07
12.0651   1.38845074e+30   1.39995589   1.13550597e+12   -0.664398271   1.52134369   0.000678290736   256.292012   138.527944   40   39.9996516   0.000105862174   0.000311668083   940.412051   -2.47249943e+13   -8.09754752e-07
12.065725   1.37474594e+30   1.39995653   1.12012247e+12   -0.664407243   1.52130297   0.000669115223   254.037263   138.458781   40   39.9996554   0.00010535702   0.000304424201   940.399628   -2.45027695e+13   -8.06754876e-07
12.06635   1.36122893e+30   1.39995717   1.10487751e+12   -0.664416213   1.52126225   0.000660022184   251.787775   138.389594   40   39.9996593   0.00010485373   0.000297254663   940.387214   -2.42817132e+13   -8.03791832e-07
12.066975   1.34789797e+30   1.3999578   1.08977032e+12   -0.664425183   1.52122154   0.000651011161   249.543627   138.32034   40   39.9996632   0.00010435228   0.000290159211   940.374809   -2.40618884e+13   -8.00867842e-07
12.0676   1.33475136e+30   1.39995843   1.07480015e+12   -0.664434151   1.52118083   0.000642081698   247.304899   138.250978   40   39.9996671   0.000103852645   0.000283137591   940.362413   -2.38433698e+13   -7.97985596e-07
12.068225   1.32178738e+30   1.39995904   1.05996611e+12   -0.664443119   1.52114012   0.00063323328   245.071654   138.181461   40   39.999671   0.000103354798   0.000276189506   940.350025   -2.36263646e+13   -7.9515233e-07
12.06885   1.30900434e+30   1.39995965   1.04526719e+12   -0.664452085   1.52109941   0.000624465299   242.843929   138.111743   40   39.999675   0.000102858705   0.000269314588   940.337644   -2.3411025e+13   -7.92373619e-07
12.069475   1.29640056e+30   1.39996024   1.03070233e+12   -0.66446105   1.5210587   0.000615777125   240.621756   138.041775   40   39.9996789   0.000102364331   0.000262512455   940.32527   -2.31973999e+13   -7.89651676e-07
12.0701   1.28397437e+30   1.39996083   1.01627044e+12   -0.664470014   1.521018   0.000607168113   238.405159   137.971506   40   39.9996828   0.00010187164   0.000255782716   940.312901   -2.29856975e+13   -7.86994279e-07
12.070725   1.27172412e+30   1.39996141   1.00197021e+12   -0.664478977   1.5209773   0.000598637478   236.194124   137.900881   40   39.9996868   0.000101380588   0.000249124875   940.300537   -2.27761435e+13   -7.84410028e-07
12.07135   1.25964817e+30   1.39996199   9.87800264e+11   -0.66448794   1.52093659   0.000590184407   233.988626   137.829844   40   39.9996907   0.000100891128   0.000242538419   940.288176   -2.25687776e+13   -7.81901332e-07
12.071975   1.24774491e+30   1.39996255   9.73759238e+11   -0.664496901   1.5208959   0.000581808086   231.788636   137.758336   40   39.9996947   0.000100403211   0.000236022836   940.275817   -2.23638309e+13   -7.79477413e-07
12.0726   1.23601273e+30   1.39996311   9.59845475e+11   -0.664505861   1.5208552   0.000573507529   229.594078   137.686296   40   39.9996987   9.99167808e-05   0.000229577488   940.263459   -2.21615514e+13   -7.77148337e-07
12.073225   1.22445006e+30   1.39996366   9.46057298e+11   -0.66451482   1.5208145   0.000565281735   227.404863   137.613659   40   39.9997026   9.94317759e-05   0.000223201734   940.251098   -2.19619797e+13   -7.7491719e-07
12.07385   1.21305534e+30   1.3999642   9.32393e+11   -0.664523778   1.52077381   0.00055712969   225.220897   137.540356   40   39.9997066   9.89481343e-05   0.000216894923   940.238735   -2.17654046e+13   -7.72796053e-07
12.074475   1.20182704e+30   1.39996473   9.18850543e+11   -0.664532735   1.52073312   0.000549050177   223.042024   137.466317   40   39.9997107   9.84657808e-05   0.00021065626   940.226366   -2.15720036e+13   -7.70793351e-07
12.0751   1.19076364e+30   1.39996525   9.05427996e+11   -0.66454169   1.52069243   0.000541042049   220.868101   137.391465   40   39.9997147   9.79846426e-05   0.000204485009   940.213989   -2.13818563e+13   -7.68914359e-07
12.075725   1.17986366e+30   1.39996577   8.92123222e+11   -0.664550645   1.52065174   0.000533104031   218.698943   137.315724   40   39.9997188   9.75046379e-05   0.000198380347   940.201602   -2.11953037e+13   -7.67174021e-07
12.07635   1.16912565e+30   1.39996628   8.78933866e+11   -0.664559599   1.52061105   0.000525234718   216.534322   137.239009   40   39.9997228   9.70256751e-05   0.000192341359   940.189201   -2.10123658e+13   -7.65576044e-07
12.076975   1.15854817e+30   1.39996678   8.65857765e+11   -0.664568552   1.52057037   0.000517432823   214.374033   137.161233   40   39.9997269   9.65476678e-05   0.000186367234   940.176784   -2.08332278e+13   -7.64130478e-07
12.0776   1.14812984e+30   1.39996728   8.52892331e+11   -0.664577503   1.52052969   0.000509696803   212.217794   137.082306   40   39.9997311   9.6070512e-05   0.000180456975   940.164348   -2.06580619e+13   -7.62847166e-07
12.078225   1.13786927e+30   1.39996777   8.40035187e+11   -0.664586454   1.52048901   0.00050202524   210.065346   137.00213   40   39.9997352   9.55941089e-05   0.000174609694   940.151889   -2.04868322e+13   -7.61728676e-07
12.07885   1.12776513e+30   1.39996825   8.27283791e+11   -0.664595404   1.52044833   0.000494416618   207.916396   136.920604   40   39.9997394   9.51183512e-05   0.000168824445   940.139402   -2.03197147e+13   -7.60785635e-07
12.079475   1.11781612e+30   1.39996872   8.14635544e+11   -0.664604352   1.52040766   0.000486869389   205.770627   136.837623   40   39.9997436   9.46431268e-05   0.00016310027   940.126885   -2.01565343e+13   -7.60015809e-07
12.0801   1.10802096e+30   1.39996919   8.02088123e+11   -0.6646133   1.52036698   0.000479382168   203.627763   136.753075   40   39.9997478   9.41683314e-05   0.000157436352   940.114333   -1.9997241e+13   -7.59421792e-07
12.080725   1.09837841e+30   1.39996965   7.89638993e+11   -0.664622246   1.52032631   0.000471953441   201.48748   136.666843   40   39.9997521   9.36938496e-05   0.000151831794   940.101742   -1.98415412e+13   -7.58996859e-07
12.08135   1.08888724e+30   1.3999701   7.77286197e+11   -0.664631191   1.52028565   0.000464582042   199.349543   136.578808   40   39.9997564   9.32195853e-05   0.000146285979   940.089107   -1.96890327e+13   -7.58730057e-07
12.081975   1.07954625e+30   1.39997054   7.65027702e+11   -0.664640136   1.52024498   0.00045726676   197.213696   136.488843   40   39.9997608   9.2745437e-05   0.00014079827   940.076423   -1.95391176e+13   -7.58602288e-07
12.0826   1.07035429e+30   1.39997098   7.528623e+11   -0.664649079   1.52020432   0.000450006874   195.07982   136.396823   40   39.9997652   9.22713325e-05   0.000135368417   940.063688   -1.9390897e+13   -7.58582118e-07
12.083225   1.06131019e+30   1.39997141   7.40789081e+11   -0.664658021   1.52016366   0.000442801841   192.947844   136.302617   40   39.9997696   9.17972094e-05   0.000129996316   940.050897   -1.92432231e+13   -7.58626939e-07
12.08385   1.05241279e+30   1.39997183   7.28808271e+11   -0.664666963   1.520123   0.000435651796   190.817894   136.206096   40   39.9997741   9.13230488e-05   0.000124682381   940.038046   -1.90944477e+13   -7.58672636e-07
12.084475   1.04366093e+30   1.39997225   7.16921021e+11   -0.664675903   1.52008235   0.000428557429   188.690266   136.107137   40   39.9997786   9.08488686e-05   0.000119427442   940.025134   -1.89425556e+13   -7.58637672e-07
